Rule ID,Rule Name,Rule Description,Visa Type,Eligibility Criteria,Application Fee,Processing Time,Required Documents,Additional Notes
729,Tier 2 Work Visa,For international students pursuing a course in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,£348,3 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
730,Visitor Visa,Allows individuals to visit the UK for tourism or family visits.,Student,"Innovative business idea, proof of funds, endorsement by an approved body",£348,12 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
731,Visitor Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,"Family relationship proof, sufficient funds","£1,021",12 weeks,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
732,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Family,"Accepted by a UK institution, proof of funds, English proficiency",£610,6 months,"Passport, CoS, qualifications, proof of funds",Max 6 months stay per visit.
733,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Student,"Family relationship proof, sufficient funds",£95,12 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
734,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Family,"Family relationship proof, sufficient funds",£95,3 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
735,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£610,12 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
736,Family Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Innovative business idea, proof of funds, endorsement by an approved body",£610,6 months,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
737,Innovator Visa,Allows family members of UK residents to join them in the UK.,Student,Must have sufficient funds for the duration of stay and intention to return,£95,6 months,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
738,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Family relationship proof, sufficient funds","£1,021",8 weeks,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
739,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Student,Must have sufficient funds for the duration of stay and intention to return,"£1,021",12 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
740,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,Must have sufficient funds for the duration of stay and intention to return,£610,8 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
741,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Job offer, Certificate of Sponsorship, appropriate salary",£610,3 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
742,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Student,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",6 months,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
743,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",12 weeks,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
744,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",12 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
745,Visitor Visa,Allows family members of UK residents to join them in the UK.,Work,"Family relationship proof, sufficient funds","£1,021",12 weeks,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
746,Family Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Innovative business idea, proof of funds, endorsement by an approved body",£348,12 weeks,"Passport, bank statements, travel itinerary",Sponsorship from a licensed UK employer required.
747,Tier 2 Work Visa,For experienced business people seeking to establish an innovative business in the UK.,Student,Must have sufficient funds for the duration of stay and intention to return,"£1,523",6 months,"Passport, business plan, endorsement letter, financial proof",Must maintain the endorsement and continue business activities.
748,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",12 weeks,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
749,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,"Family relationship proof, sufficient funds","£1,523",6 months,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
750,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Job offer, Certificate of Sponsorship, appropriate salary",£95,8 weeks,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
751,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Family,"Family relationship proof, sufficient funds","£1,523",3 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
752,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Student,"Accepted by a UK institution, proof of funds, English proficiency",£95,8 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
753,Tier 2 Work Visa,For international students pursuing a course in the UK.,Student,"Job offer, Certificate of Sponsorship, appropriate salary",£348,3 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
754,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£610,12 weeks,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
755,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,"Family relationship proof, sufficient funds",£610,8 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
756,Visitor Visa,For international students pursuing a course in the UK.,Student,"Innovative business idea, proof of funds, endorsement by an approved body",£348,6 months,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
757,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Visitor,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",8 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
758,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Family,"Family relationship proof, sufficient funds",£610,6 months,"Passport, relationship proof, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
759,Family Visa,For international students pursuing a course in the UK.,Work,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",3 weeks,"Passport, relationship proof, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
760,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,Must have sufficient funds for the duration of stay and intention to return,£610,3 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
761,Family Visa,For international students pursuing a course in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary","£1,523",3 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
762,Family Visa,Allows family members of UK residents to join them in the UK.,Family,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",8 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
763,Family Visa,Allows individuals to visit the UK for tourism or family visits.,Work,Must have sufficient funds for the duration of stay and intention to return,"£1,021",12 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
764,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",3 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
765,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£95,12 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
766,Visitor Visa,For international students pursuing a course in the UK.,Business,"Innovative business idea, proof of funds, endorsement by an approved body","£1,523",12 weeks,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
767,Family Visa,For international students pursuing a course in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,"£1,523",12 weeks,"Passport, bank statements, travel itinerary",Max 6 months stay per visit.
768,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£348,3 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
769,Visitor Visa,Allows individuals to visit the UK for tourism or family visits.,Work,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",6 months,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
770,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Student,"Family relationship proof, sufficient funds",£348,3 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
771,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",12 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
772,Tier 2 Work Visa,For international students pursuing a course in the UK.,Student,"Family relationship proof, sufficient funds",£348,8 weeks,"Passport, bank statements, travel itinerary",Can work part-time during term and full-time during breaks.
773,Visitor Visa,Allows family members of UK residents to join them in the UK.,Student,Must have sufficient funds for the duration of stay and intention to return,£95,3 weeks,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
774,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£348,12 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
775,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Family,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",6 months,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
776,Visitor Visa,Allows family members of UK residents to join them in the UK.,Family,"Family relationship proof, sufficient funds",£610,6 months,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
777,Visitor Visa,For experienced business people seeking to establish an innovative business in the UK.,Work,"Family relationship proof, sufficient funds","£1,021",6 months,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
778,Family Visa,Allows individuals to visit the UK for tourism or family visits.,Work,"Family relationship proof, sufficient funds",£95,3 weeks,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
779,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,Must have sufficient funds for the duration of stay and intention to return,"£1,021",3 weeks,"Passport, bank statements, travel itinerary",Max 6 months stay per visit.
780,Family Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Family relationship proof, sufficient funds",£348,8 weeks,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
781,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£348,8 weeks,"Passport, bank statements, travel itinerary",Can work part-time during term and full-time during breaks.
782,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Student,"Job offer, Certificate of Sponsorship, appropriate salary",£348,6 months,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
783,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Student,Must have sufficient funds for the duration of stay and intention to return,£610,3 weeks,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
784,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency",£95,3 weeks,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
785,Visitor Visa,Allows family members of UK residents to join them in the UK.,Student,"Innovative business idea, proof of funds, endorsement by an approved body","£1,523",8 weeks,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
786,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Visitor,"Job offer, Certificate of Sponsorship, appropriate salary","£1,523",8 weeks,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
787,Visitor Visa,For international students pursuing a course in the UK.,Family,Must have sufficient funds for the duration of stay and intention to return,"£1,523",6 months,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
788,Tier 2 Work Visa,For international students pursuing a course in the UK.,Business,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",3 weeks,"Passport, relationship proof, financial proof",Can work part-time during term and full-time during breaks.
789,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,Must have sufficient funds for the duration of stay and intention to return,"£1,523",6 months,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
790,Tier 4 Student,For international students pursuing a course in the UK.,Business,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",6 months,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
791,Tier 2 Work Visa,For international students pursuing a course in the UK.,Student,"Innovative business idea, proof of funds, endorsement by an approved body",£348,8 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
792,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body",£95,12 weeks,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
793,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Student,Must have sufficient funds for the duration of stay and intention to return,£95,6 months,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
794,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Student,"Family relationship proof, sufficient funds",£610,6 months,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
795,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Student,"Innovative business idea, proof of funds, endorsement by an approved body",£610,3 weeks,"Passport, relationship proof, financial proof",Sponsorship from a licensed UK employer required.
796,Family Visa,Allows family members of UK residents to join them in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,"£1,021",12 weeks,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
797,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Family relationship proof, sufficient funds",£95,12 weeks,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
798,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",3 weeks,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
799,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Family,Must have sufficient funds for the duration of stay and intention to return,£610,6 months,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
800,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",3 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
801,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Work,Must have sufficient funds for the duration of stay and intention to return,£610,6 months,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
802,Visitor Visa,For international students pursuing a course in the UK.,Work,"Family relationship proof, sufficient funds","£1,523",12 weeks,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
803,Tier 4 Student,For experienced business people seeking to establish an innovative business in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,£95,12 weeks,"Passport, CoS, qualifications, proof of funds",Max 6 months stay per visit.
804,Innovator Visa,For international students pursuing a course in the UK.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£348,12 weeks,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
805,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Student,"Innovative business idea, proof of funds, endorsement by an approved body",£95,12 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
806,Visitor Visa,Allows family members of UK residents to join them in the UK.,Work,Must have sufficient funds for the duration of stay and intention to return,£95,6 months,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
807,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Work,"Job offer, Certificate of Sponsorship, appropriate salary",£95,12 weeks,"Passport, bank statements, travel itinerary",Sponsorship from a licensed UK employer required.
808,Family Visa,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency",£610,12 weeks,"Passport, CAS, financial proof, TB test",Sponsorship from a licensed UK employer required.
809,Tier 2 Work Visa,For experienced business people seeking to establish an innovative business in the UK.,Work,"Job offer, Certificate of Sponsorship, appropriate salary",£610,6 months,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
810,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",6 months,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
811,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,"Family relationship proof, sufficient funds",£348,12 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
812,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Work,Must have sufficient funds for the duration of stay and intention to return,"£1,523",12 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
813,Family Visa,For international students pursuing a course in the UK.,Business,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",3 weeks,"Passport, business plan, endorsement letter, financial proof",Must maintain the endorsement and continue business activities.
814,Innovator Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",6 months,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
815,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£348,8 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
816,Family Visa,For international students pursuing a course in the UK.,Work,"Innovative business idea, proof of funds, endorsement by an approved body",£348,6 months,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
817,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",12 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
818,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Student,Must have sufficient funds for the duration of stay and intention to return,"£1,021",6 months,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
819,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Innovative business idea, proof of funds, endorsement by an approved body","£1,523",3 weeks,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
820,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Work,Must have sufficient funds for the duration of stay and intention to return,£610,12 weeks,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
821,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Family relationship proof, sufficient funds",£95,8 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
822,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Student,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",8 weeks,"Passport, business plan, endorsement letter, financial proof",Must maintain the endorsement and continue business activities.
823,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",3 weeks,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
824,Visitor Visa,For experienced business people seeking to establish an innovative business in the UK.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£348,12 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
825,Visitor Visa,Allows family members of UK residents to join them in the UK.,Work,"Innovative business idea, proof of funds, endorsement by an approved body",£348,8 weeks,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
826,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",12 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
827,Visitor Visa,Allows individuals to visit the UK for tourism or family visits.,Work,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",12 weeks,"Passport, CoS, qualifications, proof of funds",Max 6 months stay per visit.
828,Innovator Visa,For international students pursuing a course in the UK.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£348,8 weeks,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
829,Innovator Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency",£95,6 months,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
830,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Visitor,"Innovative business idea, proof of funds, endorsement by an approved body",£348,8 weeks,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
831,Tier 2 Work Visa,For experienced business people seeking to establish an innovative business in the UK.,Business,"Job offer, Certificate of Sponsorship, appropriate salary","£1,523",3 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
832,Visitor Visa,For experienced business people seeking to establish an innovative business in the UK.,Work,"Job offer, Certificate of Sponsorship, appropriate salary",£95,3 weeks,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
833,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",8 weeks,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
834,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency",£95,12 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
835,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Family,"Accepted by a UK institution, proof of funds, English proficiency",£95,12 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
836,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body",£348,3 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
837,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Visitor,Must have sufficient funds for the duration of stay and intention to return,£610,3 weeks,"Passport, CoS, qualifications, proof of funds",Max 6 months stay per visit.
838,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,Must have sufficient funds for the duration of stay and intention to return,£95,3 weeks,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
839,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Work,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",3 weeks,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
840,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",6 months,"Passport, business plan, endorsement letter, financial proof",Can work part-time during term and full-time during breaks.
841,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Family relationship proof, sufficient funds","£1,021",6 months,"Passport, bank statements, travel itinerary",Sponsorship from a licensed UK employer required.
842,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£610,6 months,"Passport, CoS, qualifications, proof of funds",Family visa holders can apply for indefinite leave to remain after 5 years.
843,Tier 4 Student,Allows family members of UK residents to join them in the UK.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£348,12 weeks,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
844,Visitor Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body",£348,12 weeks,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
845,Tier 2 Work Visa,For international students pursuing a course in the UK.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£348,3 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
846,Tier 2 Work Visa,For international students pursuing a course in the UK.,Family,"Family relationship proof, sufficient funds",£95,3 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
847,Visitor Visa,Allows individuals to visit the UK for tourism or family visits.,Business,Must have sufficient funds for the duration of stay and intention to return,"£1,021",12 weeks,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
848,Family Visa,For international students pursuing a course in the UK.,Visitor,"Family relationship proof, sufficient funds","£1,523",8 weeks,"Passport, relationship proof, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
849,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Student,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",12 weeks,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
850,Family Visa,For international students pursuing a course in the UK.,Student,"Accepted by a UK institution, proof of funds, English proficiency",£348,8 weeks,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
851,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Family relationship proof, sufficient funds",£95,8 weeks,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
852,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Student,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",8 weeks,"Passport, bank statements, travel itinerary",Sponsorship from a licensed UK employer required.
853,Tier 4 Student,For international students pursuing a course in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",6 months,"Passport, CoS, qualifications, proof of funds",Sponsorship from a licensed UK employer required.
854,Family Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Student,Must have sufficient funds for the duration of stay and intention to return,£348,6 months,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
855,Family Visa,Allows family members of UK residents to join them in the UK.,Visitor,"Innovative business idea, proof of funds, endorsement by an approved body",£610,6 months,"Passport, relationship proof, financial proof",Sponsorship from a licensed UK employer required.
856,Visitor Visa,For international students pursuing a course in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary",£95,8 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
857,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency",£610,3 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
858,Innovator Visa,Allows family members of UK residents to join them in the UK.,Student,"Family relationship proof, sufficient funds",£95,6 months,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
859,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Business,"Family relationship proof, sufficient funds","£1,523",6 months,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
860,Visitor Visa,For experienced business people seeking to establish an innovative business in the UK.,Visitor,"Job offer, Certificate of Sponsorship, appropriate salary",£610,12 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
861,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Student,"Family relationship proof, sufficient funds",£95,6 months,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
